  0.6961822509765625E-03   0.1183675380427786E+09   0.3400476519557043E+12   0.9871267612315556E+04  -0.2660966291685196E+06   0.9765625000000000E-03  -0.1125804085393902E-01  -0.1151087233779934E+02
  0.1392364501953125E-02   0.2959186062610513E+08   0.4250595649444424E+11   0.9600998086037418E+04  -0.5034500194638974E+06   0.1953125000000000E-02  -0.2248215768391756E-01  -0.1147611155766477E+02
  0.2088546752929688E-02   0.1315192036377371E+08   0.1259435747981118E+11   0.9182001612751808E+04  -0.6907004127799079E+06   0.2929687500000000E-02  -0.3367230728856792E-01  -0.1144130791732588E+02
  0.2784729003906250E-02   0.7397941271976040E+07   0.5313244561767909E+10   0.8653307681809962E+04  -0.8179338817569724E+06   0.3906250000000000E-02  -0.4482844914429053E-01  -0.1140646413791635E+02
  0.3480911254882812E-02   0.4734670949506950E+07   0.2720381215595557E+10   0.8056853476567191E+04  -0.8863292607629801E+06   0.4882812500000000E-02  -0.5595054536457405E-01  -0.1137158289913297E+02
  0.4177093505859375E-02   0.3287956206458660E+07   0.1574294684919970E+10   0.7430840496663343E+04  -0.9047353707337611E+06   0.5859375000000000E-02  -0.6703856065974345E-01  -0.1133666683967090E+02
  0.4873275756835938E-02   0.2415632845644726E+07   0.9913925712292377E+09   0.6805879242806858E+04  -0.8854444094503623E+06   0.6835937500000000E-02  -0.7809246229713003E-01  -0.1130171855765741E+02
  0.5569458007812500E-02   0.1849461433600905E+07   0.6641555701457520E+09   0.6203840989960951E+04  -0.8408266705080320E+06   0.7812500000000000E-02  -0.8911222006166640E-01  -0.1126674061108337E+02
  0.6265640258789062E-02   0.1461296177465920E+07   0.4664576843482818E+09   0.5638557924343030E+04  -0.7814014708979091E+06   0.8789062500000000E-02  -0.1000978062169000E+00  -0.1123173551823325E+02
  0.6961822509765625E-02   0.1183643853101484E+07   0.3400476518553990E+09   0.5117410357104604E+04  -0.7151491206939153E+06   0.9765625000000000E-02  -0.1110491954664269E+00  -0.1119670575811282E+02
  0.7658004760742188E-02   0.9782125335329004E+06   0.2554828338158098E+09   0.4643095723255138E+04  -0.6475967085378597E+06   0.1074218750000000E-01  -0.1219663649157413E+00  -0.1116165377087493E+02
  0.8354187011718750E-02   0.8219651674834514E+06   0.1967868355021420E+09   0.4215194955935837E+04  -0.5822558422932096E+06   0.1171875000000000E-01  -0.1328492940345007E+00  -0.1112658195824324E+02
  0.9050369262695312E-02   0.7003679762811853E+06   0.1547781755435621E+09   0.3831394808295512E+04  -0.5211408282358507E+06   0.1269531250000000E-01  -0.1436979646192032E+00  -0.1109149268393369E+02
  0.9746551513671875E-02   0.6038843274501959E+06   0.1239240712719924E+09   0.3488363583220235E+04  -0.4652326293114467E+06   0.1367187500000000E-01  -0.1545123607562751E+00  -0.1105638827407382E+02
  0.1044273376464844E-01   0.5260462430440116E+06   0.1007548596882594E+09   0.3182337815540856E+04  -0.4148424807195646E+06   0.1464843750000000E-01  -0.1652924687855683E+00  -0.1102127101761981E+02
  0.1113891601562500E-01   0.4623414746356567E+06   0.8301944611774908E+08   0.2909491652069451E+04  -0.3698745350736701E+06   0.1562500000000000E-01  -0.1760382772642620E+00  -0.1098614316677117E+02
  0.1183509826660156E-01   0.4095445212699433E+06   0.6921385123506813E+08   0.2666153703922825E+04  -0.3300048879728503E+06   0.1660156250000000E-01  -0.1867497769311690E+00  -0.1095100693738314E+02
  0.1253128051757812E-01   0.3653001608245121E+06   0.5830721037425798E+08   0.2448922244693878E+04  -0.2947979791251162E+06   0.1757812500000000E-01  -0.1974269606714444E+00  -0.1091586450937663E+02
  0.1322746276855469E-01   0.3278561603561763E+06   0.4957685532124747E+08   0.2254715663113038E+04  -0.2637789535661316E+06   0.1855468750000000E-01  -0.2080698234816919E+00  -0.1088071802714570E+02
  0.1392364501953125E-01   0.2958870799821921E+06   0.4250595629384096E+08   0.2080783564349400E+04  -0.2364764047732643E+06   0.1953125000000000E-01  -0.2186783624354676E+00  -0.1084556959996261E+02
  0.1461982727050781E-01   0.2683753433597905E+06   0.3671824317080802E+08   0.1924695303289896E+04  -0.2124458957764095E+06   0.2050781250000000E-01  -0.2292525766491789E+00  -0.1081042130238025E+02
  0.1531600952148438E-01   0.2445292503650201E+06   0.3193535402008619E+08   0.1784316682400793E+04  -0.1912814078808572E+06   0.2148437500000000E-01  -0.2397924672483733E+00  -0.1077527517463209E+02
  0.1601219177246094E-01   0.2237253766723721E+06   0.2794835613944503E+08   0.1657781447966979E+04  -0.1726194685761189E+06   0.2246093750000000E-01  -0.2502980373344184E+00  -0.1074013322302948E+02
  0.1670837402343750E-01   0.2054674091538162E+06   0.2459835421207225E+08   0.1543461531100054E+04  -0.1561390326461812E+06   0.2343750000000000E-01  -0.2607692919515671E+00  -0.1070499742035629E+02
  0.1740455627441406E-01   0.1893562678678063E+06   0.2176304947439356E+08   0.1439938261582434E+04  -0.1415590575190083E+06   0.2441406250000000E-01  -0.2712062380544077E+00  -0.1066986970626095E+02
  0.1810073852539062E-01   0.1750681116805918E+06   0.1934727169844499E+08   0.1345975710061712E+04  -0.1286349679803626E+06   0.2539062500000000E-01  -0.2816088844756960E+00  -0.1063475198764572E+02
  0.1879692077636719E-01   0.1623379367775556E+06   0.1727621026393126E+08   0.1260496659787921E+04  -0.1171547237252141E+06   0.2636718750000000E-01  -0.2919772418945648E+00  -0.1059964613905331E+02
