  0.8392333984375000E-03   0.9078285662824194E+08   0.2163471758708185E+12   0.1295808494330089E+00  -0.9203185466187267E-05   0.9765625000000000E-03  -0.9300967589035357E-02  -0.9506820001522730E+01
  0.1678466796875000E-02   0.2269569076009402E+08   0.2704339698383130E+11   0.1295808378475783E+00  -0.1840637010955117E-04   0.1953125000000000E-02  -0.1856806077229408E-01  -0.9472213866789996E+01
  0.2517700195312500E-02   0.1008695634008755E+08   0.8012858365552718E+10   0.1295808185385283E+00  -0.2760955310729053E-04   0.2929687500000000E-02  -0.2780143792359383E-01  -0.9437769399345061E+01
  0.3356933593750000E-02   0.5673899293109915E+07   0.3380424622936946E+10   0.1295807915058608E+00  -0.3681273363664858E-04   0.3906250000000000E-02  -0.3700125642811794E-01  -0.9403485590782299E+01
  0.4196166992187500E-02   0.3631284317107331E+07   0.1730777406910683E+10   0.1295807567495781E+00  -0.4601591087493509E-04   0.4882812500000000E-02  -0.4616767269011770E-01  -0.9369361440546282E+01
  0.5035400390625000E-02   0.2521715688196345E+07   0.1001607295631137E+10   0.1295807142696834E+00  -0.5521908399954868E-04   0.5859375000000000E-02  -0.5530084214054282E-01  -0.9335395955858587E+01
  0.5874633789062500E-02   0.1852680800663966E+07   0.6307497838016288E+09   0.1295806640661804E+00  -0.6442225218799881E-04   0.6835937500000000E-02  -0.6440091924460066E-01  -0.9301588151645360E+01
  0.6713867187500000E-02   0.1418451426575212E+07   0.4225530777831817E+09   0.1295806061390737E+00  -0.7362541461792822E-04   0.7812500000000000E-02  -0.7346805750924515E-01  -0.9267937050465674E+01
  0.7553100585937500E-02   0.1120745197293227E+07   0.2967725319580274E+09   0.1295805404883685E+00  -0.8282857046713498E-04   0.8789062500000000E-02  -0.8250240949059638E-01  -0.9234441682440686E+01
  0.8392333984375000E-02   0.9077976827330578E+06   0.2163471757589144E+09   0.1295804671140705E+00  -0.9203171891359466E-04   0.9765625000000000E-02  -0.9150412680129089E-01  -0.9201101085183502E+01
  0.9231567382812500E-02   0.7502406047896495E+06   0.1625448352419048E+09   0.1295803860161863E+00  -0.1012348591354826E-03   0.1074218750000000E-01  -0.1004733601177642E+00  -0.9167914303729864E+01
  0.1007080078125000E-01   0.6304055256990279E+06   0.1252009118279884E+09   0.1295802971947232E+00  -0.1104379903111960E-03   0.1171875000000000E-01  -0.1094102591874659E+00  -0.9134880390469558E+01
  0.1091003417968750E-01   0.5371456558457947E+06   0.9847390785215868E+08   0.1295802006496892E+00  -0.1196411116193764E-03   0.1269531250000000E-01  -0.1183149728360084E+00  -0.9101998405078550E+01
  0.1174926757812500E-01   0.4631468040448682E+06   0.7884372282831778E+08   0.1295800963810928E+00  -0.1288442222389313E-03   0.1367187500000000E-01  -0.1271876489742489E+00  -0.9069267414451852E+01
  0.1258850097656250E-01   0.4034483065188709E+06   0.6410286675682131E+08   0.1295799843889434E+00  -0.1380473213490570E-03   0.1464843750000000E-01  -0.1360284346053074E+00  -0.9036686492637147E+01
  0.1342773437500000E-01   0.3545894607868316E+06   0.5281913455503003E+08   0.1295798646732510E+00  -0.1472504081292603E-03   0.1562500000000000E-01  -0.1448374758315195E+00  -0.9004254720769067E+01
  0.1426696777343750E-01   0.3140964449086147E+06   0.4403565539103083E+08   0.1295797372340262E+00  -0.1564534817593811E-03   0.1660156250000000E-01  -0.1536149178613249E+00  -0.8971971187004220E+01
  0.1510620117187500E-01   0.2801629037657037E+06   0.3709656630590467E+08   0.1295796020712805E+00  -0.1656565414196141E-03   0.1757812500000000E-01  -0.1623609050160940E+00  -0.8939834986456885E+01
  0.1594543457031250E-01   0.2514449492739499E+06   0.3154208695325970E+08   0.1295794591850259E+00  -0.1748595862905315E-03   0.1855468750000000E-01  -0.1710755807368912E+00  -0.8907845221135402E+01
  0.1678466796875000E-01   0.2269260254602453E+06   0.2704339676003540E+08   0.1295793085752751E+00  -0.1840626155531048E-03   0.1953125000000000E-01  -0.1797590875911761E+00  -0.8876000999879246E+01
  0.1762390136718750E-01   0.2058256945825222E+06   0.2336110287165808E+08   0.1295791502420418E+00  -0.1932656283887272E-03   0.2050781250000000E-01  -0.1884115672794451E+00  -0.8844301438296764E+01
  0.1846313476562500E-01   0.1875367563441905E+06   0.2031810417442995E+08   0.1295789841853398E+00  -0.2024686239792357E-03   0.2148437500000000E-01  -0.1970331606418104E+00  -0.8812745658703554E+01
  0.1930236816406250E-01   0.1715810708234574E+06   0.1778147223960100E+08   0.1295788104051840E+00  -0.2116716015069333E-03   0.2246093750000000E-01  -0.2056240076645209E+00  -0.8781332790061537E+01
  0.2014160156250000E-01   0.1575779869765447E+06   0.1565011372671224E+08   0.1295786289015901E+00  -0.2208745601546111E-03   0.2343750000000000E-01  -0.2141842474864232E+00  -0.8750061967918651E+01
  0.2098083496093750E-01   0.1452214274750060E+06   0.1384621897597155E+08   0.1295784396745741E+00  -0.2300774991055708E-03   0.2441406250000000E-01  -0.2227140184053639E+00  -0.8718932334349173E+01
  0.2182006835937500E-01   0.1342630199534562E+06   0.1230923820875649E+08   0.1295782427241529E+00  -0.2392804175436465E-03   0.2539062500000000E-01  -0.2312134578845340E+00  -0.8687943037894687E+01
  0.2265930175781250E-01   0.1244995177658930E+06   0.1099157495929841E+08   0.1295780380503440E+00  -0.2484833146532272E-03   0.2636718750000000E-01  -0.2396827025587564E+00  -0.8657093233505673E+01
  0.2349853515625000E-01   0.1157633074786526E+06   0.9855465059800569E+07   0.1295778256531658E+00  -0.2576861896192784E-03   0.2734375000000000E-01  -0.2481218882407161E+00  -0.8626382082483699E+01
  0.2433776855468750E-01   0.1079151668578091E+06   0.8870686291210642E+07   0.1295776055326371E+00  -0.2668890416273653E-03   0.2832031250000000E-01  -0.2565311499271343E+00  -0.8595808752424237E+01
