1000
0.3000000000E+03 0.1059399986E+19 0.3688600063E+06 0.9555282015E+00
0.3500000000E+03 0.1014699936E+19 0.3925512552E+06 0.9555245912E+00
0.4000000000E+03 0.9746000290E+18 0.4143260956E+06 0.9555204256E+00
0.4500000000E+03 0.9348699570E+18 0.4329078197E+06 0.9555157045E+00
0.5000000000E+03 0.8962800026E+18 0.4480029583E+06 0.9555104281E+00
0.5500000000E+03 0.8619500160E+18 0.4600096703E+06 0.9555045963E+00
0.6000000000E+03 0.8287400246E+18 0.4696357727E+06 0.9554982091E+00
0.6500000000E+03 0.7968599796E+18 0.4777204514E+06 0.9554912666E+00
0.7000000000E+03 0.7673899651E+18 0.4848927975E+06 0.9554837688E+00
0.7500000000E+03 0.7400999546E+18 0.4914070606E+06 0.9554757157E+00
0.8000000000E+03 0.7139300346E+18 0.4974571705E+06 0.9554671072E+00
0.8500000000E+03 0.6896600246E+18 0.5034493446E+06 0.9554579435E+00
0.9000000000E+03 0.6663900375E+18 0.5098845005E+06 0.9554482246E+00
0.9500000000E+03 0.6447800159E+18 0.5169635773E+06 0.9554379504E+00
0.1000000000E+04 0.6246799946E+18 0.5243757725E+06 0.9554271210E+00
0.1050000000E+04 0.6059299946E+18 0.5316970348E+06 0.9554157364E+00
0.1100000000E+04 0.5878499985E+18 0.5389154434E+06 0.9554037967E+00
0.1150000000E+04 0.5709700108E+18 0.5464552879E+06 0.9553913018E+00
0.1200000000E+04 0.5546600342E+18 0.5548229694E+06 0.9553782518E+00
0.1250000000E+04 0.5394000053E+18 0.5641415596E+06 0.9553646468E+00
0.1300000000E+04 0.5250800133E+18 0.5740795135E+06 0.9553504867E+00
0.1350000000E+04 0.5116400242E+18 0.5843962669E+06 0.9553357716E+00
0.1400000000E+04 0.4985899925E+18 0.5950576782E+06 0.9553205015E+00
0.1450000000E+04 0.4867000103E+18 0.6057724953E+06 0.9553046764E+00
0.1500000000E+04 0.4750999928E+18 0.6163054943E+06 0.9552882965E+00
0.1550000000E+04 0.4641600132E+18 0.6270559311E+06 0.9552713617E+00
0.1600000000E+04 0.4534800053E+18 0.6384374619E+06 0.9552538720E+00
0.1650000000E+04 0.4437200069E+18 0.6501821518E+06 0.9552358276E+00
0.1700000000E+04 0.4341499805E+18 0.6618651390E+06 0.9552172283E+00
0.1750000000E+04 0.4250800133E+18 0.6735138893E+06 0.9551980744E+00
0.1800000000E+04 0.4164799690E+18 0.6854870319E+06 0.9551783658E+00
0.1850000000E+04 0.4080200195E+18 0.6981173515E+06 0.9551581026E+00
0.1900000000E+04 0.4002699852E+18 0.7113567352E+06 0.9551372848E+00
0.1950000000E+04 0.3926199913E+18 0.7246865749E+06 0.9551159125E+00
0.2000000000E+04 0.3855900049E+18 0.7375604630E+06 0.9550939856E+00
0.2050000000E+04 0.3786399841E+18 0.7498825073E+06 0.9550715044E+00
0.2100000000E+04 0.3720099926E+18 0.7619790554E+06 0.9550484687E+00
0.2150000000E+04 0.3656800032E+18 0.7743262291E+06 0.9550248788E+00
0.2200000000E+04 0.3594099998E+18 0.7873059273E+06 0.9550007345E+00
0.2250000000E+04 0.3536200047E+18 0.8008701324E+06 0.9549760360E+00
0.2300000000E+04 0.3478800058E+18 0.8144502640E+06 0.9549507833E+00
0.2350000000E+04 0.3425799847E+18 0.8275215149E+06 0.9549249766E+00
0.2400000000E+04 0.3372999907E+18 0.8401982307E+06 0.9548986157E+00
0.2450000000E+04 0.3322400093E+18 0.8528574944E+06 0.9548717009E+00
0.2500000000E+04 0.3273799896E+18 0.8654878616E+06 0.9548442321E+00
0.2550000000E+04 0.3227099895E+18 0.8780943871E+06 0.9548162095E+00
0.2600000000E+04 0.3180399895E+18 0.8910963058E+06 0.9547876330E+00
0.2650000000E+04 0.3137300014E+18 0.9046372414E+06 0.9547585028E+00
0.2700000000E+04 0.3094099998E+18 0.9182339668E+06 0.9547288190E+00
0.2750000000E+04 0.3054199934E+18 0.9316098213E+06 0.9546985815E+00
0.2800000000E+04 0.3014100075E+18 0.9451954842E+06 0.9546677905E+00
0.2850000000E+04 0.2975400209E+18 0.9590550423E+06 0.9546364460E+00
0.2900000000E+04 0.2939599991E+18 0.9721554756E+06 0.9546045481E+00
0.2950000000E+04 0.2903599977E+18 0.9839687347E+06 0.9545720968E+00
0.3000000000E+04 0.2868900061E+18 0.9957410812E+06 0.9545390924E+00
0.3050000000E+04 0.2833899975E+18 0.1008741570E+07 0.9545055347E+00
